0.00 0.00 v p19720 (in)
6.04 6.04 ^ o1335164/o (INV_Z40)
25.45 31.49 v o1202271/o (INV_Z10)
18.11 49.60 ^ o1202272/o (INV_Z40)
9.54 59.14 v o1202210/o (INV_Z40)
11.74 70.88 ^ o1199735/o (INV_Z10)
16.67 87.55 v o1199736/o (INV_Z10)
42.42 129.97 ^ FE_OFC480366_n1087204/o (INV_Z1)
68.46 198.43 v FE_OFC480367_n1087204/o (INV_Z6)
23.07 221.50 ^ o1199737/o (INV_Z40)
34.40 255.91 v o1199739/o (INV_Z10)
14.48 270.39 ^ o1199749/o (INV_Z40)
32.56 302.94 v o1202240/o (INV_Z6)
19.78 322.72 ^ o1199750/o (INV_Z20)
14.72 337.44 v FE_OFC475020_n1168859/o (INV_Y10)
27.55 364.99 ^ FE_OFC475023_n1168859/o (INV_Z10)
50.81 415.80 v o1199751/o (INV_Z2)
43.22 459.02 ^ o1199752/o (INV_Y10)
48.24 507.26 v A6_B10_C42_D22_E53_D2_E1_F1_I1_o1149445/o (INV_Z1)
38.88 546.14 ^ A6_B10_C42_D22_E53_D2_E1_F1_I1_o1149162/o (INV_Y4)
35.39 581.53 v A6_B10_C42_D22_E53_D2_E1_F1_I1_o1149190/o (NOR2_Y1)
96.92 678.45 ^ A6_B10_C42_D22_E53_D2_E1_F1_I1_o1149173/o (NOR3_Z1)
72.87 751.32 v FE_OFC438067_n1186960/o (INV_Z2)
22.40 773.72 ^ FE_OFC438068_n1186960/o (INV_Z10)
20.35 794.07 ^ A6_B10_C42_D27_E11_F7_D2_E1_F1_o1272072/o48 (block_546x675_94)
59.16 853.23 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_o1189957/o (INV_Y2)
20.08 873.31 ^ A11_B10_C42_D27_E11_F14_D2_E1_F1_I1_o1197946/o (INV_Z10)
54.11 927.43 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189661/o (NAND2_X1)
68.47 995.90 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189662/o (NOR2_Z1)
35.96 1031.86 v o1267362/o (INV_X1)
38.33 1070.19 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_o1188802/o (NAND4_Z1)
54.27 1124.45 v FE_OFC65907_n1283315/o (INV_Z2)
18.46 1142.92 ^ FE_OFC65908_n1283315/o (INV_Z10)
27.65 1170.57 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189712/o (NOR2_X6)
48.77 1219.33 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189713/o (NOR2_Y2)
55.00 1274.34 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189714/o (NAND2_Z02)
55.97 1330.31 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189715/o (NAND2_X3)
35.33 1365.63 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189716/o (NOR2_Y6)
42.85 1408.48 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189717/o (NAND2_Y02)
47.41 1455.89 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189718/o (NAND2_X2)
88.57 1544.46 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189719/o (NOR2_Y1)
55.37 1599.84 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189720/o (NAND2_Y02)
38.32 1638.15 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189721/o (NOR2_Z2)
44.26 1682.41 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189722/o (NAND2_Y02)
51.68 1734.09 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189723/o (NOR2_X3)
51.23 1785.33 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189724/o (NAND2_Y02)
45.56 1830.89 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189725/o (NAND2_Z04)
27.17 1858.06 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189726/o (NOR2_Z8)
38.92 1896.97 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189727/o (NOR2_Z2)
49.24 1946.22 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189728/o (NAND2_Y02)
57.88 2004.10 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189729/o (NOR2_X2)
38.62 2042.72 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189730/o (NOR2_Z3)
38.60 2081.32 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189731/o (NOR2_Y2)
45.57 2126.89 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189732/o (NAND2_X2)
41.83 2168.72 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189733/o (NOR2_Y2)
48.75 2217.47 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189734/o (NAND2_X2)
50.95 2268.42 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189735/o (NOR2_Y2)
45.13 2313.55 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189736/o (NAND2_Z03)
34.88 2348.43 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189737/o (NOR2_X4)
38.09 2386.52 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189738/o (NOR2_Y2)
36.62 2423.14 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189739/o (NOR2_Z2)
41.03 2464.17 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189740/o (NOR2_X2)
39.95 2504.12 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189741/o (NAND2_Z01)
40.55 2544.67 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189742/o (NOR2_Y2)
51.80 2596.47 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189743/o (NOR2_X2)
53.59 2650.05 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189744/o (NAND2_Y03)
46.95 2697.00 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189745/o (NOR2_Y3)
41.55 2738.55 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189746/o (NOR2_Y2)
41.49 2780.03 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189747/o (NAND2_Z02)
48.48 2828.51 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189748/o (NAND2_Y02)
39.61 2868.13 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189749/o (NAND2_Z02)
37.89 2906.01 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189750/o (NOR2_Z2)
39.58 2945.59 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189751/o (NAND2_Y02)
42.77 2988.36 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189752/o (NAND2_Y02)
43.86 3032.22 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189753/o (NOR2_Y2)
40.15 3072.36 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189754/o (NOR2_Z2)
48.17 3120.53 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189755/o (NAND2_X2)
39.57 3160.10 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189756/o (NOR2_Z2)
44.33 3204.43 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189757/o (NOR2_Y2)
43.28 3247.71 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189758/o (NOR2_Z2)
43.28 3290.98 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189759/o (NOR2_Y2)
75.45 3366.43 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189760/o (NAND2_Z01)
51.05 3417.48 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189761/o (NOR2_Y2)
37.70 3455.18 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189762/o (NAND2_Z02)
35.55 3490.74 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189763/o (NOR2_Z2)
44.10 3534.83 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189764/o (NOR2_X2)
47.57 3582.40 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189765/o (NAND2_X2)
41.90 3624.30 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189766/o (NOR2_Y2)
45.79 3670.09 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189767/o (NAND2_X2)
44.20 3714.29 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189768/o (NAND2_X2)
74.66 3788.95 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189769/o (NOR2_Z1)
53.88 3842.83 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189770/o (NOR2_X2)
71.09 3913.92 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189771/o (NOR2_Z1)
75.56 3989.48 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189772/o (NAND2_Y01)
80.00 4069.48 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189773/o (NOR2_Y1)
50.43 4119.92 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189774/o (NOR2_Y2)
41.01 4160.93 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189775/o (NAND2_Y02)
37.13 4198.06 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189776/o (NOR2_Z2)
41.17 4239.23 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189777/o (NOR2_X2)
42.87 4282.10 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189778/o (NOR2_Y1)
38.00 4320.11 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189779/o (NAND2_Z01)
68.72 4388.83 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189780/o (NAND2_Z01)
44.73 4433.56 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189781/o (NAND2_Z01)
45.09 4478.65 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189782/o (NOR2_Y1)
38.69 4517.33 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189783/o (NOR2_Z2)
41.14 4558.48 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189784/o (NAND2_X2)
74.65 4633.12 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189785/o (NOR2_Z1)
57.10 4690.22 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189786/o (NOR2_X2)
42.69 4732.92 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189787/o (NAND2_Y02)
42.54 4775.46 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189788/o (NOR2_X2)
45.08 4820.53 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189789/o (NAND2_Y01)
39.46 4860.00 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189790/o (NOR2_Y2)
68.17 4928.17 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189791/o (NOR2_Z1)
85.24 5013.41 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189792/o (NAND2_Z01)
48.61 5062.02 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189793/o (NAND2_Z01)
71.00 5133.02 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189794/o (NAND2_Z01)
44.73 5177.75 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189795/o (NAND2_Z01)
42.41 5220.16 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189796/o (NOR2_Y1)
75.02 5295.17 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189797/o (NOR2_Z1)
60.32 5355.49 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189798/o (NAND2_X2)
43.63 5399.12 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189799/o (NOR2_Y2)
80.67 5479.79 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189800/o (NAND2_X1)
66.29 5546.08 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189801/o (NAND2_X2)
50.30 5596.38 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189802/o (NAND2_Y02)
53.94 5650.32 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189803/o (NAND2_X2)
47.03 5697.34 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189804/o (NAND2_Y02)
93.85 5791.20 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189805/o (NOR2_X1)
60.28 5851.48 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189806/o (NAND2_Y02)
84.19 5935.67 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189807/o (NOR2_Y1)
59.57 5995.24 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189808/o (NOR2_Y2)
48.44 6043.68 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189809/o (NOR2_Y2)
54.20 6097.88 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189810/o (NAND2_X2)
55.91 6153.78 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189811/o (NOR2_X2)
53.02 6206.80 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189812/o (NOR2_X2)
144.35 6351.15 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_o1189229/o (NOR4_Y1)
130.02 6481.17 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_o1189019/o (NAND3_Z1)
121.69 6602.86 ^ A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_o1189001/o (NOR3_X1)
55.82 6658.68 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_o1188999/o (NOR2_Z1)
0.00 6658.68 v A6_B10_C42_D27_E11_F14_D2_E1_F1_I1_H3_o1189856/d (DFF_X80)
